Account Name,Activity Date,Activity ID,Activity Name,Calculation1,FTEs,Hours this week,Covid Work,Datasource Filter,Hours last week,Manager ID,Manager,Name,Number of Records,Presales Activity Detail,Presales Activity Type,Time to Complete
Ac Company,1/10/2020,D9F43D08-C434-26A4-FB48-7F964BCA138F,interdum ligula eu enim. Etiam,7.5,0.068478261,,No,Yes,,283148 7729,Kyra C. Burnett,Quinn U. Santana,1,General Help,Customer Success,9
Dis Parturient Montes Consulting,1/21/2020,294F2D05-DF2E-BE7D-2D1E-8035A7F44C6C,"in, dolor. Fusce feugiat. Lorem",4,0.041847826,,No,Yes,,155473 2717,Malcolm L. Greer,Gavin U. Whitaker,1,General Help,Customer Success,5.5
A Limited,1/6/2020,51954AD4-3879-62A5-8081-92F9424B11AC,interdum. Nunc sollicitudin commodo ipsum.,4,0.030434783,,No,Yes,,156073 2933,Noel W. Tillman,Lucian K. Mcdonald,1,Training,Customer Success,4
Sociis Inc.,3/27/2020,3A432ACC-B37D-5039-00C8-02D1BC5411DA,"elit fermentum risus, at fringilla",3,0.022826087,,No,Yes,3,692720 7222,Hadley J. Noel,Dennis A. Schultz,1,General Help,Customer Success,3
Nec Diam Duis LLC,2/12/2020,9B238EAA-9A36-D56F-0BB9-761C330C8BFE,Covid turpis. Aliquam adipiscing lobortis risus.,6.5,0.060869565,,Yes,Yes,,675770 4934,Belle J. Shaw,Jerome S. Oliver,1,Analytics,Customer Success,8
Hendrerit Neque Industries,1/3/2020,2691578C-99B2-7902-9CE3-BD24577F3E06,feugiat metus sit amet ante.,6.5,0.060869565,,No,Yes,,626981 9964,James Z. Garrett,Reed B. Spence,1,Data Support,Customer Success,8
Est Nunc Laoreet LLC,2/17/2020,AAF8630E-EC5D-D2C9-6FBF-7116A6267E49,Nunc sollicitudin commodo ipsum. Suspendisse,7.5,0.068478261,,No,Yes,,603983 5274,Lael W. Moore,Mollie Q. Morgan,1,Advanced Analysis,Customer Success,9
Neque Sed Inc.,1/23/2020,9FA0F13E-C623-6AE4-F97D-20E1DD062A01,"Covid fermentum vel, mauris. Integer sem",4.5,0.045652174,,Yes,Yes,,619953 1465,Dolan X. Russo,Eliana M. Morales,1,Advanced Analysis,Customer Success,6
Suspendisse Sed Ltd,2/14/2020,18521ECA-E92F-968A-A117-A706C97B2C93,"Covid velit eget laoreet posuere, enim",4.5,0.045652174,,Yes,Yes,,883815 0921,Ina E. Cochran,Kasper R. Marshall,1,Analytics,Customer Success,6
Arcu Et Associates,2/10/2020,C60DCB3D-1A85-1963-0EDC-74CE60C76E62,Covid Curabitur sed tortor. Integer aliquam,3.5,0.038043478,,Yes,Yes,,197295 0990,Zorita A. Byers,Unity K. Singleton,1,General Help,Customer Success,5
Feugiat Non Consulting,3/25/2020,E62189EA-82FC-D6F4-6811-A6585FD16D9A,Covid feugiat. Lorem ipsum dolor sit,5.5,0.053260870,,Yes,Yes,7,876949 1526,Hashim E. Delacruz,Garrison Y. Hahn,1,Advanced Analysis,Customer Success,7
Imperdiet Non PC,1/27/2020,24D20C69-B721-FEEE-ADB6-3F5C5FD5B6A6,pede. Nunc sed orci lobortis,5.5,0.053260870,,No,Yes,,189208 4599,Dolan X. Russo,Stacy E. Espinoza,1,Advanced Analysis,Customer Success,7
Suscipit Nonummy Inc.,1/21/2020,EC7FE2A0-BC2B-F623-29A4-B2062BF578EA,"risus, at fringilla purus mauris",8.5,0.076086957,,No,Yes,,893469 2016,April F. David,Illana D. Hewitt,1,Analytics,Customer Success,10
Non Egestas A Inc.,2/5/2020,EFB291DD-7FA9-86E5-9388-A7684726DC33,"Covid semper rutrum. Fusce dolor quam,",5.5,0.053260870,,Yes,Yes,,013131 2324,Kaden A. Chase,Stephanie U. Perry,1,Training,Customer Success,7
Sed Nunc Incorporated,1/13/2020,29083FA1-A9D3-9B52-C672-E7AE91733F68,Sed eu nibh vulputate mauris,2,0.015217391,,No,Yes,,145076 3931,Dolan X. Russo,Audrey I. Kirby,1,Analytics,Customer Success,2
Orci Institute,3/30/2020,A262EF21-820A-ED49-AFBD-52C08933CAA3,Donec vitae erat vel pede,3,0.034239130,4.5,No,Yes,,485284 7369,May R. Henderson,Halla Y. Quinn,1,General Help,Customer Success,4.5
Suscipit Nonummy Fusce LLC,2/3/2020,E3BB7CCF-022F-EE42-0169-4B588541A877,pulvinar arcu et pede. Nunc,4,0.030434783,,No,Yes,,152390 1948,Mara Y. Mann,Ulla Q. Carr,1,General Help,Customer Success,4
Primis Limited,3/31/2020,4514B75C-2633-B8F1-03EB-B3A9617648BE,"egestas, urna justo faucibus lectus,",2,0.015217391,2,No,Yes,,355412 9209,Elliott C. Ortiz,Nathaniel K. Burton,1,General Help,Customer Success,2
Odio A Purus Consulting,3/5/2020,A5704295-D2D8-1821-04EF-F722DC587E2E,sem molestie sodales. Mauris blandit,8.5,0.076086957,,No,Yes,,338937 3774,Kyra C. Burnett,Jacob B. Stone,1,General Help,Customer Success,10
Curabitur Consequat Lectus Industries,2/11/2020,DB8DCECF-6A1C-5D9D-D0A0-69B3D20B057C,Aliquam ultrices iaculis odio. Nam,3.5,0.038043478,,No,Yes,,114816 1902,Luke D. Tyson,Audra X. Alford,1,Data Support,Customer Success,5
Libero Donec Corporation,3/20/2020,5DD49164-0C0A-6915-678F-B9F4E6C65B9D,at sem molestie sodales. Mauris,5.5,0.053260870,,No,Yes,,734375 9465,Elliott C. Ortiz,Nathaniel K. Burton,1,Advanced Analysis,Customer Success,7
Nunc Nulla Consulting,1/23/2020,A7550F3D-74C4-719C-A53C-07F4B2BB0FAB,Covid Donec sollicitudin adipiscing ligula. Aenean,4.5,0.045652174,,Yes,Yes,,704888 4428,Hadley J. Noel,Audrey M. Carey,1,Analytics,Customer Success,6
Volutpat Nulla Foundation,3/16/2020,78C0A698-ADD5-318A-1C90-CF09CC83238E,vitae diam. Proin dolor. Nulla,3,0.022826087,,No,Yes,,276920 6653,Mara Y. Mann,Cameron Y. Rose,1,General Help,Customer Success,3
Fusce Fermentum Fermentum Institute,3/12/2020,73B1E587-5F79-8C8A-CCA0-DC8FA5B7434F,diam dictum sapien. Aenean massa.,4,0.030434783,,No,Yes,,287161 5114,Lucian N. Rosales,Kellie Q. Melendez,1,Analytics,Customer Success,4
Ac Mattis Company,2/6/2020,28C0B595-1C6E-BEFD-E096-BD52550557CA,tempus risus. Donec egestas. Duis,8,0.072282609,,No,Yes,,887066 0209,Elliott C. Ortiz,Zenaida X. Sullivan,1,Training,Customer Success,9.5
Fermentum PC,1/15/2020,FCE03479-3D59-5290-70D5-ACD63A1149CC,quam dignissim pharetra. Nam ac,6,0.057065217,,No,Yes,,009579 3741,James Z. Garrett,Reed B. Spence,1,Advanced Analysis,Customer Success,7.5
Magna Foundation,2/12/2020,96641438-46EA-3FB1-CC97-62E5BBE465FF,"Covid dolor sit amet, consectetuer adipiscing",7.5,0.068478261,,Yes,Yes,,612415 5596,Caleb Q. Lott,Myles I. Nguyen,1,General Help,Customer Success,9
Orci Luctus Et LLP,2/1/2020,D78B3BCD-3212-CD37-80C3-78F3719EBB7D,"Covid molestie pharetra nibh. Aliquam ornare,",4,0.030434783,,Yes,Yes,,884774 4573,Wesley J. Hunt,Marny J. Valencia,1,Analytics,Customer Success,4
Tincidunt Associates,3/27/2020,895E52EE-5BD7-4F5D-D711-60C7B42B6EB9,Proin velit. Sed malesuada augue,7.5,0.068478261,,No,Yes,9,498816 4465,Chelsea D. Stone,Lenore B. Fischer,1,General Help,Customer Success,9
Mauris Corporation,2/27/2020,B152063D-1624-B9FE-7B9E-3EB13EABCDB8,Covid elit. Nulla facilisi. Sed neque.,1.5,0.011413043,,Yes,Yes,,759010 4324,Benjamin H. Contreras,Shannon P. Stokes,1,Analytics,Customer Success,1.5
Erat Corp.,3/24/2020,A80AAE42-F9A0-73F6-F488-6B1D3112C793,Covid massa. Suspendisse eleifend. Cras sed,6.5,0.060869565,,Yes,Yes,8,046361 6375,Kalia T. West,Nasim R. Camacho,1,Analytics,Customer Success,8
Odio Corp.,3/5/2020,5E6BE227-5BD3-7F45-5F31-724AF81A4507,a feugiat tellus lorem eu,9,0.079891304,,No,Yes,,828102 1215,Zorita A. Byers,Jerome X. Wynn,1,General Help,Customer Success,10.5
Cras Limited,2/28/2020,07D42DAC-38A2-C6DB-9D36-E8569610CD36,vehicula risus. Nulla eget metus,8,0.072282609,,No,Yes,,066052 0560,Hadley J. Noel,Audrey M. Carey,1,Analytics,Customer Success,9.5
At Iaculis Incorporated,1/29/2020,FBC616F5-266D-80D9-987F-724E01892180,lobortis quam a felis ullamcorper,6.5,0.060869565,,No,Yes,,708215 1510,Belle J. Shaw,Mariko J. Elliott,1,Training,Customer Success,8
Dapibus Corporation,2/6/2020,0EB5612C-02AA-ADE2-2399-137CAFAE8F61,Mauris eu turpis. Nulla aliquet.,5,0.049456522,,No,Yes,,823577 5106,Noel W. Tillman,Lucian K. Mcdonald,1,General Help,Customer Success,6.5
Cursus Diam Company,3/24/2020,39317A19-B8EA-759C-6A30-A0F0142A0518,Covid justo sit amet nulla. Donec,2,0.015217391,,Yes,Yes,2,525870 9863,August K. Schroeder,Hayfa M. Joyce,1,General Help,Customer Success,2
Nunc Nulla Consulting,1/10/2020,B8744C3E-A011-4692-AD78-5C20A61BB3C9,"lacinia. Sed congue, elit sed",6.5,0.060869565,,No,Yes,,938512 2693,Hadley J. Noel,Audrey M. Carey,1,Training,Customer Success,8
Dictum Corp.,1/3/2020,6229376E-8F8F-B389-6D99-7FC505520E6E,Covid natoque penatibus et magnis dis,2,0.015217391,,Yes,Yes,,466328 7029,Declan D. Puckett,Quail S. Curtis,1,Advanced Analysis,Customer Success,2
Magna Duis Dignissim Associates,3/24/2020,B1AD1635-2C34-15FB-5E22-2B49D26B65D8,"Fusce diam nunc, ullamcorper eu,",6.5,0.060869565,,No,Yes,8,587662 1730,Tasha V. Sellers,Anastasia J. Myers,1,General Help,Customer Success,8
Curabitur Corp.,1/22/2020,34E1BE5C-5ECE-DA0B-B2AB-46E604789939,"erat nonummy ultricies ornare, elit",2,0.015217391,,No,Yes,,378727 5514,Zorita A. Byers,Susan T. Warren,1,Analytics,Customer Success,2
Eu Odio PC,1/10/2020,3FAFEB92-BB26-3CC5-78EB-27B502FD0C25,Donec sollicitudin adipiscing ligula. Aenean,7.5,0.068478261,,No,Yes,,087797 9047,Luke D. Tyson,Conan O. Huffman,1,Analytics,Customer Success,9
Egestas Blandit Nam Limited,2/14/2020,5780A27F-0D88-1FCB-DD7A-C3B521578010,Donec porttitor tellus non magna.,6,0.057065217,,No,Yes,,503202 2088,Neil K. Sherman,Kylan S. Stanton,1,Analytics,Customer Success,7.5
Suspendisse Sed Ltd,1/22/2020,8352BC9E-8D44-3F9A-4584-BB444C769AAE,"leo. Morbi neque tellus, imperdiet",8.5,0.076086957,,No,Yes,,219018 8777,Ina E. Cochran,Kasper R. Marshall,1,Analytics,Customer Success,10
Sem Company,1/31/2020,3E4A3D28-4353-2143-C6E7-9BFC2FEC6E94,Covid massa. Integer vitae nibh. Donec,3,0.022826087,,Yes,Yes,,606826 2994,Buffy Y. Flynn,Kelsey H. Daniel,1,Analytics,Customer Success,3
Non Ante Bibendum Corp.,2/28/2020,D36E557B-7F39-652F-1B9E-E224B05DF8ED,"ut, sem. Nulla interdum. Curabitur",1,0.007608696,,No,Yes,,222595 7543,Holly P. Cameron,Yuli L. Miller,1,Data Support,Customer Success,1
Tellus Limited,1/14/2020,B7D87114-5C21-E936-840E-338E2CDBA1BF,urna. Nullam lobortis quam a,2.5,0.019021739,,No,Yes,,618325 4124,Gareth I. Gardner,Pamela I. Barnett,1,General Help,Customer Success,2.5
Lorem Tristique Corp.,2/5/2020,8EFF69A9-3D3C-5543-D750-C2002F16E335,Covid aliquam adipiscing lacus. Ut nec,4,0.030434783,,Yes,Yes,,245486 1135,Tasha V. Sellers,Dolan J. Mayo,1,Analytics,Customer Success,4
Ac Mattis Company,1/15/2020,B798C7B5-E87A-5C0F-DC58-210B32452D37,"lacus. Quisque imperdiet, erat nonummy",8.5,0.076086957,,No,Yes,,524403 3691,Karen K. Cote,Eric X. Brooks,1,General Help,Customer Success,10
Risus Corporation,3/25/2020,91F75EF5-B81A-377A-D54F-EFFF6DF7468F,neque sed sem egestas blandit.,4.5,0.045652174,,No,Yes,6,707331 0992,Elliott C. Ortiz,Nathaniel K. Burton,1,General Help,Customer Success,6
Vitae Limited,1/15/2020,632E5AF4-C608-5D5E-F77D-96DC3DBC66E0,"eu, ultrices sit amet, risus.",9,0.079891304,,No,Yes,,188196 0825,Dolan X. Russo,Jameson K. Goodman,1,General Help,Customer Success,10.5
Fringilla Mi Corp.,3/11/2020,19C670C2-653B-37D7-539F-C81BBD945CFE,"Covid magna sed dui. Fusce aliquam,",2,0.015217391,,Yes,Yes,,322658 5481,Mikayla K. Moore,Delilah A. Randolph,1,General Help,Customer Success,2
Suscipit Nonummy Fusce LLC,3/13/2020,10108F8A-D57A-AC14-0A7E-D212D0A1D9ED,Covid eu eros. Nam consequat dolor,3.5,0.038043478,,Yes,Yes,,632557 5923,Mara Y. Mann,Ulla Q. Carr,1,Advanced Analysis,Customer Success,5
Sodales Mauris Blandit Institute,1/31/2020,694A4D23-D075-E604-23E0-33FD12D26C4D,sit amet orci. Ut sagittis,8,0.072282609,,No,Yes,,273105 6491,Kaden A. Chase,Walter F. Gill,1,General Help,Customer Success,9.5
Elit Curabitur Sed Company,1/22/2020,AB6FA25C-294F-8A8C-2B30-8883FA064228,"purus, in molestie tortor nibh",5,0.049456522,,No,Yes,,463021 2134,Tasha V. Sellers,Dolan J. Mayo,1,Analytics,Customer Success,6.5
Aenean Sed Limited,2/24/2020,860398F8-2CDB-3BC0-04D2-B49A2A556868,Covid Aliquam fringilla cursus purus. Nullam,6.5,0.060869565,,Yes,Yes,,008427 9595,Kaden A. Chase,Stephanie U. Perry,1,Data Support,Customer Success,8
Orci Luctus Et LLP,3/26/2020,C6F6F0E1-4124-CCCD-BC73-F747BDA4AE41,"lectus rutrum urna, nec luctus",7.5,0.068478261,,No,Yes,9,592897 9748,Gareth I. Gardner,Carl B. Hodges,1,General Help,Customer Success,9
Erat Eget Tincidunt Company,3/3/2020,62353B4E-4988-2870-1ABC-1F66C524773E,penatibus et magnis dis parturient,5,0.049456522,,No,Yes,,846019 9758,Hashim E. Delacruz,Garrison Y. Hahn,1,Analytics,Customer Success,6.5
Ornare Incorporated,1/21/2020,AB1165DB-6CD6-7334-1884-B310C4170996,Covid eget mollis lectus pede et,2,0.015217391,,Yes,Yes,,585114 4716,Belle J. Shaw,Mariko J. Elliott,1,Analytics,Customer Success,2
Donec Associates,1/21/2020,0E9D60A4-FDC2-91B4-B054-C3874AEB0FA0,"Covid at, iaculis quis, pede. Praesent",4.5,0.045652174,,Yes,Yes,,973508 0518,Dolan X. Russo,Odysseus I. Vincent,1,Advanced Analysis,Customer Success,6
Eleifend Corp.,3/19/2020,5F6B6FF5-6D11-3459-9621-37FB425D91E2,venenatis lacus. Etiam bibendum fermentum,8.5,0.076086957,,No,Yes,,936505 8362,Rina Y. Ellison,Brennan G. Mcneil,1,Analytics,Customer Success,10
Urna Vivamus Company,1/17/2020,1805A32D-5BDB-A832-D515-FCF64E24A367,metus. Aliquam erat volutpat. Nulla,9,0.079891304,,No,Yes,,192264 3604,Tyrone Z. Pollard,Britanni M. Henry,1,Data Support,Customer Success,10.5
Ligula Tortor Dictum Corporation,2/19/2020,89728279-7E0A-8DC7-06EB-18E3E10ADC71,Donec porttitor tellus non magna.,2,0.015217391,,No,Yes,,186521 0510,Leonard C. Ingram,Hilary C. Ingram,1,General Help,Customer Success,2
Elit PC,2/13/2020,C32CAC30-5889-3744-19F1-5F007EDFAB9B,"semper et, lacinia vitae, sodales",5.5,0.053260870,,No,Yes,,764383 4844,Luke D. Tyson,Imani L. Maynard,1,General Help,Customer Success,7
Netus Institute,3/19/2020,70F2F5A5-308F-C04E-91A8-CE0B1568D20A,Covid senectus et netus et malesuada,7.5,0.068478261,,Yes,Yes,,485257 1910,Elliott C. Ortiz,Yuli L. Santana,1,General Help,Customer Success,9
At Augue Incorporated,2/3/2020,7AFFAE8E-5644-D2CB-8E56-664592746D06,ultricies dignissim lacus. Aliquam rutrum,4.5,0.045652174,,No,Yes,,516314 5518,Belle J. Shaw,Bernard K. Shepard,1,Analytics,Customer Success,6
Odio Corp.,3/27/2020,32EB43C6-C1A7-D371-627C-AEA8C14C5FA3,"urna convallis erat, eget tincidunt",3.5,0.038043478,,No,Yes,5,303510 6669,Zorita A. Byers,Jerome X. Wynn,1,Analytics,Customer Success,5
Nibh Quisque Nonummy Institute,3/28/2020,52817766-BD19-049D-5EF4-11E57F32040F,Donec at arcu. Vestibulum ante,3,0.034239130,,No,Yes,4.5,189683 9907,Libby C. Mclean,Galvin Y. Pruitt,1,Training,Customer Success,4.5
Vitae Dolor Donec Institute,1/21/2020,82658BB5-E562-7B3F-5899-166147AF8AD8,Covid luctus felis purus ac tellus.,3.5,0.038043478,,Yes,Yes,,423862 6735,Hadley J. Noel,Audrey M. Carey,1,Training,Customer Success,5
Molestie Limited,3/30/2020,CECF11B6-E953-3CDD-EA45-29BA323996B9,"nulla ante, iaculis nec, eleifend",1.5,0.011413043,1.5,No,Yes,,312463 1296,Ori I. Patrick,Lenore V. Delaney,1,General Help,Customer Success,1.5
Porttitor Corporation,2/3/2020,6B169FCB-2DB5-650A-4858-15E0EE010C87,placerat velit. Quisque varius. Nam,6.5,0.060869565,,No,Yes,,114707 4171,Malcolm L. Greer,Melodie K. Weber,1,Training,Customer Success,8
Elit PC,1/20/2020,BF5DFC41-C6C8-8C8A-4E7F-1AAA0CE1BB8E,sit amet ante. Vivamus non,8,0.072282609,,No,Yes,,802059 9570,Luke D. Tyson,Imani L. Maynard,1,Training,Customer Success,9.5
Primis Limited,3/31/2020,F32D3941-025B-D92C-3BE4-4D88E234A649,mi. Aliquam gravida mauris ut,4.5,0.045652174,6,No,Yes,,095760 3830,Elliott C. Ortiz,Nathaniel K. Burton,1,Analytics,Customer Success,6
Suscipit Nonummy Fusce LLC,2/12/2020,F4205A38-B6C9-70A2-BF3C-484DBD050A20,eu nulla at sem molestie,3,0.022826087,,No,Yes,,893956 4756,Mara Y. Mann,Ulla Q. Carr,1,Training,Customer Success,3
Non Ante Bibendum Corp.,3/13/2020,03917D87-A3D2-28DE-C977-DF5928DCC64A,Covid sem magna nec quam. Curabitur,8.5,0.076086957,,Yes,Yes,,332867 1965,Buffy Y. Flynn,Georgia Q. Payne,1,General Help,Customer Success,10
Penatibus Inc.,2/5/2020,CBF864AF-5E29-631D-8408-F47AB6AEECFC,augue scelerisque mollis. Phasellus libero,8.5,0.076086957,,No,Yes,,847539 0210,Luke D. Tyson,Elmo K. Shields,1,Advanced Analysis,Customer Success,10
Adipiscing Associates,3/10/2020,35712179-ED2A-77FA-46B8-3ADBFAD29222,sem egestas blandit. Nam nulla,3.5,0.026630435,,No,Yes,,115454 5550,James Z. Garrett,Roanna B. Langley,1,General Help,Customer Success,3.5
Ac Mattis Company,1/23/2020,A2E0E97A-0D8B-92F8-92A3-60D155496839,mollis lectus pede et risus.,6.5,0.060869565,,No,Yes,,067751 8110,Elliott C. Ortiz,Zenaida X. Sullivan,1,Training,Customer Success,8
Odio Aliquam LLP,3/17/2020,0AB47706-110A-9D6E-721E-D575B8079E68,"Integer sem elit, pharetra ut,",1,0.007608696,,No,Yes,,963975 4523,Buffy Y. Flynn,Brock K. Ramsey,1,Analytics,Customer Success,1
Ligula Eu Corporation,1/27/2020,0D9280B2-2AA1-1255-A247-7231AC101A1B,Nulla facilisi. Sed neque. Sed,4,0.041847826,,No,Yes,,498049 7525,Declan D. Puckett,Cheryl U. Perkins,1,Analytics,Customer Success,5.5
Aliquam Eros Turpis Inc.,2/13/2020,2409BFDF-E3EC-EE68-837D-81E5BBB736EA,imperdiet ullamcorper. Duis at lacus.,6,0.057065217,,No,Yes,,003641 1403,Belle J. Shaw,Mariko J. Elliott,1,Advanced Analysis,Customer Success,7.5
Nullam Enim Inc.,1/29/2020,672E59BD-B478-64E2-662D-EB2D8C548800,"enim nisl elementum purus, accumsan",4.5,0.045652174,,No,Yes,,457390 5157,Elliott C. Ortiz,Winifred I. Pope,1,Training,Customer Success,6
Lorem Ipsum Institute,2/7/2020,094E5F37-AF3D-B974-9D0F-9C26B228BD74,Suspendisse aliquet molestie tellus. Aenean,7.5,0.068478261,,No,Yes,,908441 0324,Hadley J. Noel,Audrey M. Carey,1,Analytics,Customer Success,9
Ullamcorper Velit Associates,1/28/2020,537B8980-FAEE-3A3B-5609-A2B79726C46B,"cursus et, magna. Praesent interdum",3,0.022826087,,No,Yes,,694403 4302,Declan D. Puckett,Cheryl U. Perkins,1,Advanced Analysis,Customer Success,3
Eget Lacus Mauris Ltd,2/25/2020,B12EAB44-AD27-794F-2965-2989DF482966,Donec tincidunt. Donec vitae erat,6.5,0.060869565,,No,Yes,,955673 1199,May R. Henderson,Halla Y. Quinn,1,General Help,Customer Success,8
Aenean Sed Limited,2/27/2020,9914A6D5-6740-669E-6F5D-E9B91FC76C76,Covid Sed malesuada augue ut lacus.,4,0.030434783,,Yes,Yes,,488386 7824,Kaden A. Chase,Stephanie U. Perry,1,Advanced Analysis,Customer Success,4
Enim Associates,1/22/2020,0A3B8E47-34C2-51AB-729B-F4B4331FE9B0,nunc. Quisque ornare tortor at,6.5,0.060869565,,No,Yes,,157359 6465,Benjamin H. Contreras,Rudyard E. Finch,1,Advanced Analysis,Customer Success,8
Commodo Ltd,2/23/2020,FEAE36FC-F46C-2906-6F63-8DEAB8CBAE3D,Covid fermentum fermentum arcu. Vestibulum ante,2.5,0.019021739,,Yes,Yes,,246875 0480,May R. Henderson,Halla Y. Quinn,1,Analytics,Customer Success,2.5
Cursus Diam At Institute,2/12/2020,01AA01EF-CBBD-4C04-D0A5-9E12BE8C680F,Sed eu eros. Nam consequat,8.5,0.076086957,,No,Yes,,202278 9040,Belle J. Shaw,Mariko J. Elliott,1,Advanced Analysis,Customer Success,10
Tempor Arcu Ltd,1/30/2020,5BF111B8-2A47-C23E-F693-6D5153CC625C,Covid non massa non ante bibendum,9,0.079891304,,Yes,Yes,,787793 1894,Kaden A. Chase,Stephanie U. Perry,1,Advanced Analysis,Customer Success,10.5
Eu Nulla LLC,3/23/2020,C7992FE8-94B5-6DB2-35BA-5E8406BFB284,"Covid tempus eu, ligula. Aenean euismod",4,0.030434783,,Yes,Yes,4,945272 8083,Mara Y. Mann,Ulla Q. Carr,1,Advanced Analysis,Customer Success,4
Curabitur Ut Odio Associates,3/13/2020,808ADC6B-E1BC-911B-1317-0EE322D66871,felis ullamcorper viverra. Maecenas iaculis,2,0.015217391,,No,Yes,,408631 7379,Luke D. Tyson,Jeremy F. Nash,1,Training,Customer Success,2
Morbi Non Corp.,3/25/2020,438ABB0D-93A6-F6C9-0A5C-63400AAB74D6,"Covid eleifend vitae, erat. Vivamus nisi.",4.5,0.045652174,,Yes,Yes,6,687968 8825,Luke D. Tyson,Reuben M. Banks,1,Analytics,Customer Success,6
Mauris LLP,1/21/2020,7381A23F-3F90-421A-A821-F480E64A6A83,luctus aliquet odio. Etiam ligula,4.5,0.045652174,,No,Yes,,586712 1104,Noel W. Tillman,Lucian K. Mcdonald,1,General Help,Customer Success,6
Aliquam Iaculis Consulting,3/3/2020,F139707A-C99B-1665-23C4-15CC37040067,"Covid elit elit fermentum risus, at",5.5,0.053260870,,Yes,Yes,,486905 9909,Hadley J. Noel,Gareth C. Aguilar,1,Training,Customer Success,7
Lobortis Mauris Corporation,1/23/2020,3A86238B-B464-58DE-6CE3-FA58FD6478D8,dolor. Donec fringilla. Donec feugiat,4,0.030434783,,No,Yes,,875447 1731,Luke D. Tyson,Keegan B. Terry,1,General Help,Customer Success,4
Ante Ltd,1/9/2020,5F742D4E-56B5-04C1-EE0E-FF006492B52B,"Sed diam lorem, auctor quis,",3,0.022826087,,No,Yes,,594942 1712,Dolan X. Russo,Stacy E. Espinoza,1,General Help,Customer Success,3
Blandit Foundation,1/17/2020,512F10C9-BA4F-259D-310D-D10C92C46157,"Covid parturient montes, nascetur ridiculus mus.",4.5,0.045652174,,Yes,Yes,,583352 7707,Buffy Y. Flynn,Brock K. Ramsey,1,Training,Customer Success,6
Cras Limited,2/28/2020,690F28B2-2F11-22B7-D54B-77141F513597,"eleifend nec, malesuada ut, sem.",1.5,0.011413043,,No,Yes,,719773 2683,Hadley J. Noel,Audrey M. Carey,1,Data Support,Customer Success,1.5
Integer Vulputate Risus Industries,1/7/2020,3CB96046-3A54-D527-DE00-53D450042A56,magna. Duis dignissim tempor arcu.,3,0.022826087,,No,Yes,,545045 9499,Murphy J. Hickman,Conan O. Dunlap,1,Advanced Analysis,Customer Success,3
Magna Industries,1/13/2020,4AD114C6-2089-9D34-B08A-618015C59FEC,sed turpis nec mauris blandit,8.5,0.076086957,,No,Yes,,444742 4864,Gareth I. Gardner,Martha U. Romero,1,General Help,Customer Success,10
Sit Amet Metus PC,2/11/2020,7E697F28-08A9-26F3-5D07-12A8E61B0D8B,"Covid Donec est mauris, rhoncus id,",3.5,0.038043478,,Yes,Yes,,083252 8137,Neil K. Sherman,Gregory M. Lamb,1,Analytics,Customer Success,5
Suscipit Nonummy Fusce LLC,2/6/2020,EA25AFA2-1E69-CEB9-964A-353051750DEB,Covid nec ligula consectetuer rhoncus. Nullam,7.5,0.068478261,,Yes,Yes,,122595 8808,Mara Y. Mann,Ulla Q. Carr,1,Data Support,Customer Success,9
Rhoncus Donec Limited,2/4/2020,34F1972B-9BC7-A31B-9BAF-330DFA9414C8,"pretium et, rutrum non, hendrerit",4.5,0.045652174,,No,Yes,,405049 1440,Elliott C. Ortiz,Quentin N. Hendricks,1,Training,Customer Success,6
Tempor Arcu Ltd,2/28/2020,9B46DEA1-5942-5DE9-3E2D-A53E214A363C,Covid sagittis placerat. Cras dictum ultricies,4.5,0.045652174,,Yes,Yes,,095867 1414,Kaden A. Chase,Stephanie U. Perry,1,Analytics,Customer Success,6
Adipiscing Consulting,1/15/2020,C4DE74D6-65E0-89BE-3451-D8E86BCBC143,risus. Nulla eget metus eu,1,0.007608696,,No,Yes,,502301 6305,Dolan X. Russo,Rogan M. Le,1,Data Support,Customer Success,1
Tempus Risus Donec Inc.,3/31/2020,D845647B-225F-9ACC-4357-C7A9409DF727,interdum. Sed auctor odio a,4.5,0.045652174,6,No,Yes,,615639 5359,Britanney O. Bridges,Yetta H. Benson,1,Advanced Analysis,Customer Success,6
Accumsan Convallis LLP,1/29/2020,4B2BDC7E-BF8C-A6E3-28E9-9ED87AD7DAD4,Quisque nonummy ipsum non arcu.,8.5,0.076086957,,No,Yes,,507470 5483,Karen K. Cote,Eric X. Brooks,1,Analytics,Customer Success,10
Risus Corporation,3/25/2020,55FF97F1-E69D-C372-EFA8-3938DE6E4A91,"Covid Cras dolor dolor, tempus non,",2,0.015217391,,Yes,Yes,2,574504 8107,Elliott C. Ortiz,Nathaniel K. Burton,1,Training,Customer Success,2
Malesuada Ut Sem Incorporated,1/10/2020,E3A98427-7591-4AE6-791E-E7F5A8387351,"a, facilisis non, bibendum sed,",8,0.072282609,,No,Yes,,977391 5732,Elliott C. Ortiz,Winifred I. Pope,1,Analytics,Customer Success,9.5
Sed Tortor Integer Inc.,1/28/2020,6D4BB916-AE14-37C1-31BF-45F01F1232DF,"mauris elit, dictum eu, eleifend",5,0.049456522,,No,Yes,,515456 7928,Neil K. Sherman,Aphrodite E. Bishop,1,General Help,Customer Success,6.5
