Highlight region,Use Me,City,Colors,Country,Customer Name,Discount,Latitude,Longitude,Make,Model Year,Model,Number of Records,Order ID,Price,Profit,Purchase Date,Region,State,Zip Code
False,Hialeah,Hialeah,Red,United States,Ronald Derisly,0.11,25.9098,-80.3889,Toyota,2010,Prius,1,655,35065,19605,2/29/2016,South,Florida,33018
False,Clearwater,Clearwater,Red,United States,Dawn Mollnar,0.3,28.0173,-82.7461,Toyota,2010,Sienna,1,918,99253,3060,6/11/2016,South,Florida,33763
False,Evansville,Evansville,Red,United States,Othilia Mackett,0.51,37.9971,-87.575,Infiniti,2010,QX,1,670,82473,18903,12/31/2016,East,Indiana,47737
False,Minneapolis,Minneapolis,Red,United States,Devon Dransfield,0.55,45.0058,-93.4193,BMW,2010,M3,1,965,68850,41547,9/27/2016,Central,Minnesota,55441
False,New Brunswick,New Brunswick,Red,United States,Myrah Tombleson,0.1,40.43,-74.4173,Lexus,2010,GX,1,965,52845,34005,5/17/2016,East,New Jersey,08922
False,Cincinnati,Cincinnati,Red,United States,Didi Almond,0.27,39.1075,-84.5257,Honda,2010,Accord,1,901,75112,30734,2/18/2017,East,Ohio,45203
False,Akron,Akron,Red,United States,Pail Munnis,0.5,41.0655,-81.5203,Jeep,2010,Wrangler,1,886,16771,42520,2/26/2017,East,Ohio,44329
False,Tulsa,Tulsa,Red,United States,Chrissy de Tocqueville,0.12,36.0467,-95.8841,Chevrolet,2010,Cobalt,1,597,60184,39439,10/13/2017,South,Oklahoma,74133
False,Humble,Humble,Red,United States,Nicolais Drife,0.28,30.0042,-95.1728,Chevrolet,2010,Astro,1,319,49665,10554,10/15/2017,South,Texas,77346
False,San Antonio,San Antonio,Red,United States,Boy Percifer,0.49,29.3977,-98.4658,Chevrolet,2010,TrailBlazer,1,480,13790,46342,7/20/2018,South,Texas,78210
False,Arlington,Arlington,Red,United States,Claudius Dury,0.48,38.8808,-77.113,Pontiac,2010,G6,1,560,62451,4939,8/13/2016,East,Virginia,22234
False,Charleston,Charleston,Red,United States,Tracey Madill,0.58,38.2968,-81.5547,Panoz,2010,Esperante,1,733,35902,3740,8/14/2016,East,West Virginia,25336
True,Englewood,Englewood,Blue,United States,Sibilla MacIlurick,0.3,39.7388,-104.4083,Chevrolet,2010,Silverado 3500,1,960,53366,5368,10/25/2018,West,Colorado,80150
False,Waterbury,Waterbury,Blue,United States,Hillary Reuben,0.44,41.5503,-72.9963,Chevrolet,2010,Express 3500,1,932,43088,2973,8/11/2018,East,Connecticut,06705
False,Norwalk,Norwalk,Blue,United States,Garold Caldecutt,0.33,41.3089,-73.3637,Dodge,2010,Stratus,1,971,37369,6327,3/28/2016,East,Connecticut,06859
False,Washington,Washington,Blue,United States,Cleavland Aps,0.36,38.8971,-77.0554,Acura,2010,NSX,1,433,67084,5474,9/12/2015,East,District of Columbia,20566
False,Washington,Washington,Blue,United States,Ema Greenalf,0.77,38.8933,-77.0146,GMC,2010,Sierra 1500,1,452,81028,45744,2/2/2015,East,District of Columbia,20078
False,Washington,Washington,Blue,United States,Christophorus Longland,0.18,38.8933,-77.0146,Nissan,2010,Pathfinder,1,887,83255,2651,11/9/2015,East,District of Columbia,20299
False,Atlanta,Atlanta,Blue,United States,Yorgos Vallance,0.13,33.8444,-84.474,Toyota,2010,Highlander,1,48,48859,10464,6/24/2018,South,Georgia,30386
False,Louisville,Louisville,Blue,United States,Susy Moulster,0.4,38.2467,-85.6853,Mazda,2010,Mazda6,1,912,47594,3950,3/8/2017,East,Kentucky,40280
False,Omaha,Omaha,Blue,United States,Chucho Perks,0.6,41.249,-96.0274,Jeep,2010,Liberty,1,735,92434,53534,11/2/2015,Central,Nebraska,68197
False,Buffalo,Buffalo,Blue,United States,Jefferson Gland,0.05,42.7684,-78.8871,GMC,2010,Sierra 3500,1,495,88313,6408,10/19/2018,East,New York,14276
False,Dayton,Dayton,Blue,United States,Hamish Genney,0.28,39.7505,-84.2686,Chevrolet,2010,Equinox,1,938,72520,4144,2/8/2018,East,Ohio,45490
False,Philadelphia,Philadelphia,Blue,United States,Danika Garratt,0.77,39.9788,-75.1262,Toyota,2010,MR2,1,836,82212,6472,4/27/2015,East,Pennsylvania,19125
False,Philadelphia,Philadelphia,Blue,United States,Ofilia Larne,0.04,40.0365,-75.1451,Volkswagen,2010,Jetta,1,111,34452,21661,7/5/2016,East,Pennsylvania,19141
False,Chattanooga,Chattanooga,Blue,United States,Calley Blaisdell,0.86,35.0018,-85.3138,BMW,2010,525,1,861,12837,3682,3/11/2017,South,Tennessee,37410
False,Denton,Denton,Blue,United States,Carolee Gentner,0.48,33.1428,-97.0727,Honda,2010,CR-V,1,935,20578,25646,5/17/2016,South,Texas,76210
False,Alexandria,Alexandria,Blue,United States,Mitchell Silverston,0.75,38.82,-77.0589,Kia,2010,Rio,1,477,87236,3491,3/25/2018,East,Virginia,22301
True,Spokane,Spokane,Blue,United States,Imelda Bellingham,0.42,47.6536,-117.4317,Audi,2010,A4,1,254,96314,28222,7/27/2016,West,Washington,99260
False,Huntington,Huntington,Blue,United States,Sibeal Fairfoot,0.17,38.1321,-82.4183,Mitsubishi,2010,Eclipse,1,678,56599,35674,12/23/2018,East,West Virginia,25709
False,Huntington,Huntington,Blue,United States,Maren Walewicz,0.04,38.4134,-82.2774,Toyota,2010,4Runner,1,712,39493,13457,2/18/2016,East,West Virginia,25711
False,Birmingham,Birmingham,Green,United States,Benni Pethick,0.16,33.5446,-86.9292,Chrysler,2010,Crossfire,1,976,62892,4046,7/26/2015,South,Alabama,35220
True,Orange,Orange,Green,United States,Bert Tallquist,0.21,33.7867,-117.8742,Cadillac,2010,DeVille,1,146,43185,1712,6/25/2016,West,California,92668
False,Washington,Washington,Green,United States,Kurtis Okker,0.14,38.8874,-77.0047,BMW,2010,M3,1,347,37499,7295,12/29/2015,East,District of Columbia,20540
False,Savannah,Savannah,Green,United States,Mickie Carnelley,0.66,32.0053,-81.0477,Lotus,2010,Exige,1,747,20693,1231,5/15/2015,South,Georgia,31416
False,Davenport,Davenport,Green,United States,Bili Shankle,0.13,41.613,-90.6063,Acura,2010,TL,1,343,77411,10397,1/7/2017,Central,Iowa,52809
False,Sioux City,Sioux City,Green,United States,Edan Chatters,0.04,42.4011,-96.372,Dodge,2010,Durango,1,601,86477,8981,2/2/2016,Central,Iowa,51110
False,Lansing,Lansing,Green,United States,Caesar Saice,0.49,42.7325,-84.5587,Acura,2010,RSX,1,854,36009,5181,11/26/2018,East,Michigan,48930
False,Grand Rapids,Grand Rapids,Green,United States,Sophia Teaser,0.6,43.0314,-85.5503,Mazda,2010,Miata MX-5,1,230,53675,43086,6/1/2017,East,Michigan,49560
False,Grand Rapids,Grand Rapids,Green,United States,Quintana Blakeston,0.84,43.012,-85.6309,Volvo,2010,XC90,1,906,10649,19741,10/11/2018,East,Michigan,49505
False,Knoxville,Knoxville,Green,United States,Rouvin Joly,0.08,35.9244,-84.0015,Chevrolet,2010,Avalanche 1500,1,368,10619,27279,3/22/2016,South,Tennessee,37919
False,Houston,Houston,Green,United States,Jaimie Gentry,0.69,29.834,-95.4342,Bentley,2010,Arnage,1,502,91941,9097,11/20/2015,South,Texas,77293
False,Arlington,Arlington,Green,United States,Alexis Fullerlove,0.37,38.8545,-77.052,Acura,2010,RSX,1,352,38704,7733,5/4/2018,East,Virginia,22244
False,Mobile,Mobile,Black,United States,Oliviero Malyan,0.31,30.6589,-88.178,Infiniti,2010,G,1,345,31235,3477,6/5/2015,South,Alabama,36641
True,Apache Junction,Apache Junction,Black,United States,Brier Devereux,0.36,33.3616,-111.2795,Infiniti,2010,G,1,868,47003,251,3/15/2018,West,Arizona,85219
True,Phoenix,Phoenix,Black,United States,Spenser Murby,0.36,33.2765,-112.1872,Mercedes-Benz,2010,E-Class,1,345,28950,10132,4/28/2016,West,Arizona,85077
True,Stockton,Stockton,Black,United States,Ruggiero Guarin,0.76,37.9577,-121.2897,Cadillac,2010,DeVille,1,865,27138,6596,11/16/2016,West,California,95298
True,Los Angeles,Los Angeles,Black,United States,Fernanda Coniff,0.84,33.7866,-118.2987,Mazda,2010,Tribute,1,430,43662,5987,4/1/2016,West,California,90087
False,Waterbury,Waterbury,Black,United States,Adriano D'Hooghe,0,41.3657,-72.9275,Ford,2010,F-Series,1,616,18768,1688,8/5/2016,East,Connecticut,06726
False,Norwalk,Norwalk,Black,United States,Leanor Perrins,0.1,41.3089,-73.3637,Pontiac,2010,Sunfire,1,989,88686,6559,7/28/2015,East,Connecticut,06859
False,Washington,Washington,Black,United States,Sherrie Reignard,0.35,38.8933,-77.0146,Porsche,2010,Carrera GT,1,559,80949,7609,1/24/2018,East,District of Columbia,20591
False,Pensacola,Pensacola,Black,United States,Tomaso Mulvey,0.61,30.6143,-87.2758,Dodge,2010,Viper,1,680,18263,11925,8/27/2018,South,Florida,32595
False,Atlanta,Atlanta,Black,United States,Erica Heatley,0.58,33.723,-84.4702,Audi,2010,S4,1,837,26313,9411,12/7/2015,South,Georgia,30311
False,Duluth,Duluth,Black,United States,Kaela Dewett,0.54,34.0047,-84.1532,BMW,2010,M3,1,152,28351,37470,2/15/2017,South,Georgia,30195
False,Des Moines,Des Moines,Black,United States,Lesley Danks,0.66,41.6727,-93.5722,Toyota,2010,Tundra,1,854,29979,1163,12/1/2015,Central,Iowa,50330
False,Springfield,Springfield,Black,United States,Boothe Salkeld,0.35,37.1803,-93.2951,Volvo,2010,XC90,1,978,57959,44808,12/29/2015,Central,Missouri,65898
False,Newark,Newark,Black,United States,Lyell Goodwyn,0.48,40.7918,-74.2452,BMW,2010,Z4,1,985,93862,33662,8/2/2016,East,New Jersey,07195
False,Albany,Albany,Black,United States,Moritz Ambrozewicz,0.27,42.6149,-73.9708,Mercedes-Benz,2010,E-Class,1,501,16167,27785,4/4/2015,East,New York,12247
False,Albany,Albany,Black,United States,Lynsey Tuite,0.77,42.6149,-73.9708,Mitsubishi,2010,Endeavor,1,751,66246,35283,11/10/2018,East,New York,12262
False,Albany,Albany,Black,United States,Valentina Darton,0.54,42.6149,-73.9708,Suzuki,2010,Aerio,1,60,99266,10239,6/10/2017,East,New York,12247
False,Bismarck,Bismarck,Black,United States,Edgard Burless,0.82,46.8165,-100.7805,Mercury,2010,Grand Marquis,1,618,38577,1630,1/20/2017,Central,North Dakota,58505
False,Sioux Falls,Sioux Falls,Black,United States,Yank Gibbin,0.57,43.6746,-96.7913,Nissan,2010,Frontier,1,652,20521,33433,7/2/2018,Central,South Dakota,57188
False,Houston,Houston,Black,United States,Kelvin Durand,0.69,29.834,-95.4342,Acura,2010,MDX,1,650,14947,47919,8/16/2016,South,Texas,77288
False,Dallas,Dallas,Black,United States,Patsy Renault,0.57,32.7673,-96.7776,Kia,2010,Spectra,1,522,54924,6786,7/13/2016,South,Texas,75265
False,Corpus Christi,Corpus Christi,Black,United States,Curt Morson,0.67,27.7762,-97.4271,Spyker,2010,C8,1,994,73318,10419,2/7/2018,South,Texas,78405
True,Salt Lake City,Salt Lake City,Black,United States,Claudia Sargerson,0.79,40.6681,-111.9083,Lincoln,2010,Navigator,1,48,90902,13791,1/26/2016,West,Utah,84135
True,Chandler,Chandler,Yellow,United States,Ara Clough,0.35,33.2765,-112.1872,Lexus,2010,IS,1,689,37353,3655,10/16/2016,West,Arizona,85246
True,Sacramento,Sacramento,Yellow,United States,Lonny Pengelly,0.27,38.596,-121.3978,Ford,2010,Freestar,1,390,69344,17308,8/3/2018,West,California,95865
True,Chula Vista,Chula Vista,Yellow,United States,Yankee Lummus,0.84,32.6513,-116.9852,Nissan,2010,Armada,1,875,20704,8561,8/22/2016,West,California,91913
False,Fairfield,Fairfield,Yellow,United States,Edmund Jacquet,0.9,41.1928,-73.2402,Volkswagen,2010,GTI,1,57,98936,6036,7/14/2018,East,Connecticut,06825
False,Tampa,Tampa,Yellow,United States,Noby Dimbylow,0.59,28.06,-82.4079,Pontiac,2010,Montana,1,92,93101,6690,3/28/2016,South,Florida,33620
False,Atlanta,Atlanta,Yellow,United States,Vinnie Addicote,0.51,33.7488,-84.3883,GMC,2010,Sierra 2500,1,34,19983,622,2/13/2015,South,Georgia,31132
False,Chicago,Chicago,Yellow,United States,Den Murrill,0.24,41.993,-87.7596,Kia,2010,Sportage,1,486,95475,9592,11/13/2016,Central,Illinois,60646
False,Springfield,Springfield,Yellow,United States,Maryann Gavigan,0.37,39.7495,-89.606,Lexus,2010,SC,1,250,32637,26957,4/10/2018,Central,Illinois,62723
False,Davenport,Davenport,Yellow,United States,Idell Dubbin,0.16,41.5386,-90.6115,BMW,2010,530,1,80,57722,23955,7/12/2015,Central,Iowa,52804
False,Topeka,Topeka,Yellow,United States,Rori Boumphrey,0.46,39.0429,-95.7697,Subaru,2010,Baja,1,294,90021,995,12/8/2016,Central,Kansas,66629
False,Cincinnati,Cincinnati,Yellow,United States,Bernardo Fancourt,0.56,39.1668,-84.5382,Buick,2010,Century,1,706,86104,1367,8/25/2017,East,Ohio,45264
False,Akron,Akron,Yellow,United States,Libbey Meeland,0.81,41.1075,-81.5006,Chevrolet,2010,Silverado 1500,1,679,68601,10855,5/18/2018,East,Ohio,44310
False,Cleveland,Cleveland,Yellow,United States,Der Tadlow,0.76,41.5008,-81.5516,Chrysler,2010,PT Cruiser,1,232,70032,2535,9/18/2017,East,Ohio,44118
False,Harrisburg,Harrisburg,Yellow,United States,Jacquelynn Rigmand,0.56,40.2944,-76.8938,Chevrolet,2010,Avalanche 1500,1,163,25689,824,4/28/2017,East,Pennsylvania,17121
False,Reading,Reading,Yellow,United States,Maribel Hewins,0.24,40.3886,-75.9328,Ford,2010,E-Series,1,992,30628,29794,9/6/2015,East,Pennsylvania,19605
False,San Antonio,San Antonio,Yellow,United States,Holly Tokell,0.9,29.4375,-98.4616,Ford,2010,Freestar,1,981,12409,14825,3/14/2016,South,Texas,78265
False,Norfolk,Norfolk,Yellow,United States,Elvyn Hatt,0.56,36.9312,-76.2397,Maserati,2010,Gran Sport,1,132,70054,7562,1/20/2016,East,Virginia,23551
False,Charleston,Charleston,Yellow,United States,Harwell Hryskiewicz,0.57,38.2968,-81.5547,Toyota,2010,Prius,1,375,91984,34367,9/14/2015,East,West Virginia,25331
True,Lancaster,Lancaster,Blue,United States,Alvera Tolson,0.84,33.7866,-118.2987,Ford,2011,F250,1,714,57992,47373,8/17/2016,West,California,93584
True,San Diego,San Diego,Blue,United States,Kleon Machon,0.53,32.7607,-117.0721,Lexus,2011,GX,1,942,70198,2255,11/12/2015,West,California,92115
True,San Jose,San Jose,Blue,United States,Abigale Mardoll,0.62,37.2568,-121.8896,Mazda,2011,Mazda5,1,480,76347,27436,11/5/2018,West,California,95118
True,Sacramento,Sacramento,Blue,United States,Harley Mebes,0.23,38.3774,-121.4444,Toyota,2011,Matrix,1,553,37791,8911,6/10/2018,West,California,94207
True,Garden Grove,Garden Grove,Blue,United States,Jozef Broggini,0.28,33.783,-118.0256,Toyota,2011,Camry,1,584,19365,2318,9/12/2017,West,California,92645
False,New Haven,New Haven,Blue,United States,Matias Titmuss,0.89,41.3657,-72.9275,Mercury,2011,Monterey,1,297,20514,10067,11/28/2016,East,Connecticut,06533
False,Miami,Miami,Blue,United States,Maybelle Clotworthy,0.63,25.7274,-80.4497,Chevrolet,2011,Equinox,1,89,50983,14783,1/31/2018,South,Florida,33185
False,Orlando,Orlando,Blue,United States,Roldan Husher,0.05,28.5679,-81.3258,Dodge,2011,Ram 1500,1,3,76994,8883,9/12/2015,South,Florida,32813
False,Indianapolis,Indianapolis,Blue,United States,Towny Spofford,0.06,39.7673,-86.1606,Nissan,2011,Titan,1,736,13709,28662,1/2/2018,East,Indiana,46207
False,Des Moines,Des Moines,Blue,United States,Gweneth Pluthero,0.63,41.5487,-93.5827,Subaru,2011,Legacy,1,99,92594,503,10/31/2018,Central,Iowa,50320
False,Metairie,Metairie,Blue,United States,Mada Rickaby,0.26,29.6779,-90.0901,GMC,2011,Envoy,1,399,61988,13211,6/8/2018,South,Louisiana,70033
False,Boston,Boston,Blue,United States,Juliet Coldham,0.67,42.3389,-70.9196,Mazda,2011,Miata MX-5,1,598,47226,699,12/25/2018,East,Massachusetts,02283
False,Grand Rapids,Grand Rapids,Blue,United States,Jayson Chalfain,0.12,43.0314,-85.5503,Mitsubishi,2011,Raider,1,889,77541,5264,11/24/2018,East,Michigan,49560
False,Young America,Young America,Blue,United States,Hershel Gaynor,0.09,44.8055,-93.7665,Honda,2011,S2000,1,909,75282,7031,11/8/2016,Central,Minnesota,55557
False,Tulsa,Tulsa,Blue,United States,Foss Nesby,0.34,36.1398,-96.0297,Audi,2011,S4,1,288,54377,21594,8/22/2018,South,Oklahoma,74184
True,Portland,Portland,Blue,United States,Scarface Brokenshaw,0.06,45.5806,-122.3748,Toyota,2011,Sequoia,1,720,13170,18053,1/9/2016,West,Oregon,97296
False,Pittsburgh,Pittsburgh,Blue,United States,Kerwinn Ramiro,0.25,40.4344,-80.0248,Saab,2011,9-2X,1,692,58358,26702,1/24/2017,East,Pennsylvania,15255
False,Spartanburg,Spartanburg,Blue,United States,Bernita O'Siaghail,0.7,34.8882,-81.969,Ford,2011,Escape,1,123,61391,2054,11/3/2015,South,South Carolina,29319
False,Charleston,Charleston,Blue,United States,Katrine Staniford,0.2,32.8715,-79.9947,Volvo,2011,XC70,1,613,97341,15411,1/17/2015,South,South Carolina,29411
False,Fort Worth,Fort Worth,Blue,United States,Harli Mc Elory,0.21,32.7233,-97.269,Mazda,2011,MX-5,1,199,29556,5501,7/19/2015,South,Texas,76105
True,Glendale,Glendale,Blue,United States,Gino Cutmare,0.8,33.5291,-112.2482,Porsche,2011,Boxster,1,545,12380,5125,1/18/2016,West,Arizona,85305
True,Los Angeles,Los Angeles,Blue,United States,Emmaline Gyngyll,0.69,33.7866,-118.2987,Ford,2011,Focus,1,879,79108,22414,8/7/2016,West,California,90060
True,Fresno,Fresno,Blue,United States,Gavra MacBain,0.74,36.7464,-119.6397,Ford,2011,E-350 Super Duty Van,1,424,46989,23275,3/9/2018,West,California,93740
True,San Jose,San Jose,Blue,United States,Bink Sheers,0.82,37.3163,-121.9356,Honda,2011,CR-V,1,845,87051,8248,10/24/2017,West,California,95128
True,Irvine,Irvine,Blue,United States,Tedmund Mouton,0.51,33.6706,-117.7645,Subaru,2011,Forester,1,978,31995,33103,1/30/2017,West,California,92619
False,Washington,Washington,Blue,United States,Windham McWilliams,0.14,38.8667,-77.0166,Audi,2011,A3,1,495,19641,11178,2/13/2017,East,District of Columbia,20319
False,Miami,Miami,Blue,United States,Alane Falshaw,0.76,25.9597,-80.1403,Dodge,2011,Magnum,1,185,17669,18794,7/30/2017,South,Florida,33180
False,Orlando,Orlando,Blue,United States,Corissa Potticary,0.85,28.4522,-81.4678,Mercury,2011,Mountaineer,1,350,15300,4894,11/9/2016,South,Florida,32819
False,Gainesville,Gainesville,Blue,United States,Donovan De Nisco,0.47,29.6785,-82.3679,Volvo,2011,S40,1,168,23276,994,3/8/2017,South,Florida,32605
False,Miami,Miami,Blue,United States,Lothaire Comfort,0.52,25.5584,-80.4582,Volvo,2011,V70,1,809,74190,4310,6/6/2015,South,Florida,33283
False,Naperville,Naperville,Blue,United States,Martynne Saunter,0.88,41.8397,-88.0887,Lexus,2011,GS,1,529,88371,5607,6/21/2017,Central,Illinois,60567
False,Laurel,Laurel,Blue,United States,Peirce Nicolson,0.26,38.8336,-76.8777,Volkswagen,2011,Passat,1,375,13430,15111,5/19/2017,East,Maryland,20709
False,Kalamazoo,Kalamazoo,Blue,United States,Anastassia Little,0.29,42.2922,-85.633,Chevrolet,2011,Colorado,1,491,10301,2313,4/14/2016,East,Michigan,49006
True,Bozeman,Bozeman,Blue,United States,Rosabelle Banbrick,0.03,45.7246,-111.1238,GMC,2011,Yukon Denali,1,822,67169,3704,1/5/2018,West,Montana,59771
True,Albuquerque,Albuquerque,Blue,United States,Don Varvell,0.45,35.0443,-106.6729,Suzuki,2011,Daewoo Magnus,1,511,19616,6044,12/4/2017,West,New Mexico,87201
False,Jamaica,Jamaica,Blue,United States,Lenora Staley,0.61,40.6763,-73.7966,Chevrolet,2011,Malibu,1,612,50694,19215,5/28/2015,East,New York,11436
False,New York City,New York City,Blue,United States,Christie Crumb,0.09,40.7069,-74.0082,Honda,2011,Pilot,1,90,97048,14344,10/21/2017,East,New York,10270
False,Asheville,Asheville,Blue,United States,Corine Bissett,0.56,35.6004,-82.4918,GMC,2011,Yukon Denali,1,801,42365,14998,8/21/2015,South,North Carolina,28805
False,High Point,High Point,Blue,United States,Christoper Beckers,0.69,36.0807,-80.0244,Maserati,2011,Gran Sport,1,338,94015,20971,10/18/2018,South,North Carolina,27264
False,Cleveland,Cleveland,Blue,United States,Reese Gratland,0.29,41.6857,-81.6728,Hummer,2011,H2,1,982,46270,24878,4/16/2015,East,Ohio,44185
True,Beaverton,Beaverton,Blue,United States,Cornelia Ferrige,0.49,45.5486,-123.1147,BMW,2011,M3,1,647,40373,4968,8/28/2018,West,Oregon,97075
False,Erie,Erie,Blue,United States,Buffy Eye,0.81,42.1827,-80.0649,Ford,2011,Expedition,1,326,80179,47169,4/17/2015,East,Pennsylvania,16550
False,Philadelphia,Philadelphia,Blue,United States,Karin Berling,0.78,40.0903,-75.041,Toyota,2011,Camry Solara,1,254,99156,1948,11/22/2015,East,Pennsylvania,19115
False,Nashville,Nashville,Blue,United States,Camel Lambe,0.3,36.1866,-86.7852,Buick,2011,LaCrosse,1,322,44982,3792,12/15/2016,South,Tennessee,37250
False,Knoxville,Knoxville,Blue,United States,Emylee Huntingford,0.07,35.9901,-83.9622,Mercedes-Benz,2011,SLK-Class,1,634,72091,49129,6/7/2016,South,Tennessee,37939
False,Houston,Houston,Blue,United States,Mildrid Drieu,0.86,29.834,-95.4342,Cadillac,2011,CTS-V,1,143,79828,34464,8/28/2016,South,Texas,77240
False,Amarillo,Amarillo,Blue,United States,Seamus Ivanin,0.6,35.4015,-101.8951,Toyota,2011,Solara,1,238,32211,7777,1/12/2016,South,Texas,79105
False,Arlington,Arlington,Blue,United States,Steven Tolliday,0.68,38.8808,-77.113,Ford,2011,E150,1,829,18108,0,3/15/2017,East,Virginia,22212
False,Herndon,Herndon,Blue,United States,Blisse Keen,0.71,38.9776,-77.386,Mercury,2011,Grand Marquis,1,707,52572,9351,5/10/2015,East,Virginia,22070
False,Morgantown,Morgantown,Blue,United States,Garrek Wyldbore,0.1,39.6505,-79.944,Ford,2011,F-Series,1,312,69944,3538,10/21/2015,East,West Virginia,26505
False,Mobile,Mobile,Red,United States,Rosco Dagleas,0.07,30.6589,-88.178,Honda,2011,Accord,1,110,20289,53893,4/9/2016,South,Alabama,36628
True,Peoria,Peoria,Red,United States,Petronia Shill,0.26,33.7169,-112.238,Chevrolet,2011,Impala,1,214,36157,41475,8/24/2017,West,Arizona,85383
True,Tucson,Tucson,Red,United States,Broddie Koba,0.2,31.9701,-111.8907,Hummer,2011,H1,1,805,65369,1635,12/18/2016,West,Arizona,85720
True,Sacramento,Sacramento,Red,United States,Forest Revington,0.06,38.3774,-121.4444,Ford,2011,E350,1,776,90424,3381,3/25/2017,West,California,94245
True,San Mateo,San Mateo,Red,United States,Ambrosi Branchett,0.69,37.3811,-122.3348,Lexus,2011,GS,1,84,37175,31272,2/11/2018,West,California,94405
True,Fresno,Fresno,Red,United States,Lawrence Tessington,0.62,36.7991,-119.8016,Pontiac,2011,Daewoo Kalos,1,746,72432,16441,10/31/2018,West,California,93704
False,Tampa,Tampa,Red,United States,Cletus Maren,0.09,27.872,-82.4388,Dodge,2011,Magnum,1,216,82792,18426,8/6/2015,South,Florida,33661
False,Athens,Athens,Red,United States,Hy Boxhill,0,33.9443,-83.3891,Chevrolet,2011,Corvette,1,128,99191,10812,7/15/2018,South,Georgia,30610
True,Boise,Boise,Red,United States,Lionel Klimkov,0.12,43.5851,-116.2191,Hyundai,2011,Azera,1,664,93534,33836,6/7/2015,West,Idaho,83705
False,Springfield,Springfield,Red,United States,Happy Acom,0.63,39.7495,-89.606,Mercedes-Benz,2011,CLK-Class,1,142,30362,48887,8/4/2017,Central,Illinois,62776
False,Saint Louis,Saint Louis,Red,United States,Thom Twydell,0.18,38.5814,-90.2625,Ford,2011,F350,1,503,78333,20174,10/16/2016,Central,Missouri,63116
False,Wilmington,Wilmington,Red,United States,Corilla Cristofano,0.18,34.0881,-77.8526,BMW,2011,X5,1,232,68798,19934,9/17/2018,South,North Carolina,28410
False,Greensboro,Greensboro,Red,United States,Huntley Spreadbury,0.2,36.0807,-80.0244,Cadillac,2011,DTS,1,35,38023,48261,9/2/2016,South,North Carolina,27404
False,Tulsa,Tulsa,Red,United States,Innis Linfitt,0.85,36.1398,-96.0297,Ford,2011,F-350 Super Duty,1,418,29979,4783,11/19/2018,South,Oklahoma,74170
False,Greenville,Greenville,Red,United States,Othello Hebden,0.58,34.8001,-82.3932,Buick,2011,Rainier,1,325,43630,9251,10/30/2018,South,South Carolina,29605
False,El Paso,El Paso,Red,United States,Rayner McLaughlan,0.46,31.6948,-106.3,BMW,2011,530,1,673,24897,0,5/28/2018,South,Texas,88584
False,San Antonio,San Antonio,Red,United States,Lanny Hesser,0.59,29.5054,-98.6688,Ford,2011,E350,1,752,49596,23448,1/11/2015,South,Texas,78250
False,San Antonio,San Antonio,Red,United States,Sydney Preshaw,0.69,29.4375,-98.4616,GMC,2011,Envoy,1,929,77907,17954,8/15/2017,South,Texas,78285
False,Houston,Houston,Red,United States,Karlie Bolesma,0.39,29.834,-95.4342,Mercedes-Benz,2011,SLK-Class,1,458,32863,24875,12/17/2015,South,Texas,77293
False,Austin,Austin,Red,United States,Melisenda Bendik,0.48,30.3264,-97.7713,Spyker,2011,C8 Double 12 S,1,913,75212,17887,1/14/2018,South,Texas,78783
False,Mobile,Mobile,Red,United States,Anne Tredger,0.05,30.7309,-88.0789,Subaru,2011,Legacy,1,860,86695,54238,3/31/2015,South,Alabama,36610
False,Tuscaloosa,Tuscaloosa,Red,United States,Cece Ondra,0.21,33.1617,-87.5144,Suzuki,2011,Reno,1,881,21650,3928,8/2/2015,South,Alabama,35405
True,Fresno,Fresno,Red,United States,Howard Sothern,0.72,36.7464,-119.6397,Hyundai,2011,Azera,1,403,80399,18992,10/12/2018,West,California,93740
True,South Lake Tahoe,South Lake Tahoe,Red,United States,Paule Ruffles,0.11,38.8753,-120.0188,Mercedes-Benz,2011,SL-Class,1,467,15505,8812,11/13/2016,West,California,96154
False,Washington,Washington,Red,United States,Tommi Nibloe,0.59,38.8933,-77.0146,Chevrolet,2011,HHR,1,169,85446,8533,11/1/2018,East,District of Columbia,20268
False,Jacksonville,Jacksonville,Red,United States,Auberon Hucklesby,0.67,30.351,-81.5061,Nissan,2011,Altima,1,330,22968,17365,4/26/2016,South,Florida,32225
False,Atlanta,Atlanta,Red,United States,Chaim Garms,0.5,33.7488,-84.3883,GMC,2011,Sierra 2500,1,559,25362,11661,1/27/2015,South,Georgia,31132
False,Evansville,Evansville,Red,United States,Terri Dregan,0.32,37.9971,-87.575,Pontiac,2011,Montana SV6,1,875,88714,21006,5/27/2017,East,Indiana,47719
False,Terre Haute,Terre Haute,Red,United States,Jeanne Marzelli,0.53,39.4336,-87.4101,Subaru,2011,Forester,1,227,23663,31506,7/23/2016,East,Indiana,47812
False,Des Moines,Des Moines,Red,United States,Shanan Endicott,0.73,41.5487,-93.5827,Toyota,2011,RAV4,1,587,33240,677,1/17/2016,Central,Iowa,50320
False,Boston,Boston,Red,United States,Garfield Tumelty,0.16,42.3389,-70.9196,Mercedes-Benz,2011,CLK-Class,1,412,76771,4881,5/30/2017,East,Massachusetts,02283
