Abbreviation,Profitable?,Profit Ratio,City,Column,Customer Name,Customer Segment,Discount,Number of Records,Order Date (copy),Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Row,Sales,Ship Date,Ship Mode,Shipping Cost,State (Extract),State,Unit Price,Zip Code
MS,True,+28%,Horn Lake,6.5,Jennifer Jackson,Home Office,0.06,1,5/20/2014,5/20/2014,21477,Low,40,0.39,Office Supplies,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Paper,77.71,South,2973,6,278.8,5/22/2014,Regular Air,2,Mississippi,Mississippi,6.88,38637
MD,True,+26%,Clinton,8.5,Michelle Huthwaite,Home Office,0.01,1,5/20/2014,5/20/2014,38403,Low,49,0.36,Office Supplies,Small Box,Avery 474,Labels,37.03,East,5402,4,142.1,5/24/2014,Regular Air,0.99,Maryland,Maryland,2.88,20735
CA,True,+19%,Hesperia,2,Dan Campbell,Corporate,0.08,1,5/21/2014,5/21/2014,47553,Medium,49,0.71,Furniture,Jumbo Box,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Tables,3918.54,West,6684,5,20701.928,5/22/2014,Delivery Truck,45.7,California,California,550.98,92345
TX,False,+0%,Pharr,4,Tamara Dahlen,Corporate,0.08,1,5/21/2014,5/21/2014,41891,High,22,0.57,Furniture,Small Box,Eldon Executive Woodline II Cherry Finish Desk Accessories,Office Furnishings,-1.950000000,Central,5909,7,846.59,5/22/2014,Regular Air,18.98,Texas,Texas,40.89,78577
WI,True,+4%,Sun Prairie,5.5,Thomas Boland,Corporate,0.02,1,5/21/2014,5/21/2014,37152,Medium,39,0.69,Furniture,Jumbo Drum,Hon Comfortask® Task/Swivel Chairs,Chairs & Chairmats,182.53,Central,5219,2,4647.69,5/23/2014,Delivery Truck,30,Wisconsin,Wisconsin,113.98,53590
NY,False,-1%,New Rochelle,9.5,Logan Haushalter,Corporate,0.02,1,5/21/2014,5/21/2014,42918,High,38,0.4,Office Supplies,Small Box,Ibico Covers for Plastic or Wire Binding Elements,Binders and Binder Accessories,-2.3805,East,6057,2,468.95,5/23/2014,Express Air,7.19,New York,New York,11.5,10801
IN,True,+5%,New Castle,7,Logan Haushalter,Corporate,0.07,1,5/21/2014,5/21/2014,42918,High,46,0.38,Office Supplies,Small Box,"GBC Laser Imprintable Binding System Covers, Desert Sand",Binders and Binder Accessories,30.481,Central,6055,3,648.26,5/23/2014,Regular Air,7.27,Indiana,Indiana,14.27,47362
IN,False,-13%,New Castle,7,Logan Haushalter,Corporate,0.1,1,5/21/2014,5/21/2014,42918,High,46,0.39,Technology,Medium Box,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Office Machines,-54.5838,Central,6056,3,410.43,5/23/2014,Regular Air,5.76,Indiana,Indiana,9.49,47362
WI,True,+18%,Sun Prairie,5.5,Thomas Boland,Corporate,0.04,1,5/21/2014,5/21/2014,37152,Medium,45,0.58,Technology,Small Box,6120,Telephones and Communication,447.12,Central,5220,2,2503.3265,5/23/2014,Regular Air,8.8,Wisconsin,Wisconsin,65.99,53590
MO,True,+11%,Hazelwood,5.5,Maria Bertelson,Home Office,0.02,1,5/21/2014,5/21/2014,46117,Low,22,0.56,Furniture,Jumbo Drum,"Global Deluxe Stacking Chair, Gray",Chairs & Chairmats,126.07,Central,6479,4,1168.28,5/25/2014,Delivery Truck,14.19,Missouri,Missouri,50.98,63042
WA,False,+0%,Bremerton,1.5,Raymond Book,Consumer,0.07,1,5/22/2014,5/22/2014,39937,Medium,42,0.39,Office Supplies,Small Box,Acco Suede Grain Vinyl Round Ring Binder,Binders and Binder Accessories,-0.4025,West,5644,2,113.33,5/22/2014,Regular Air,1.49,Washington,Washington,2.78,98310
MD,True,+20%,Owings Mills,8.5,Vivian Mathis,Home Office,0.09,1,5/22/2014,5/22/2014,48161,Not Specified,39,0.58,Technology,Small Box,A1228,Telephones and Communication,1197.855,East,6759,4,6030.58,5/23/2014,Regular Air,8.99,Maryland,Maryland,195.99,21117
OH,True,+28%,Medina,8,Matt Connell,Corporate,0.06,1,5/22/2014,5/22/2014,57185,Medium,28,0.57,Furniture,Large Box,Electrix Fluorescent Magnifier Lamps & Weighted Base,Office Furnishings,385.03,East,8003,3,1360.82,5/24/2014,Regular Air,10.25,Ohio,Ohio,49.34,44256
MD,False,-68%,Owings Mills,8.5,Vivian Mathis,Home Office,0.01,1,5/22/2014,5/22/2014,48161,Not Specified,16,0.58,Office Supplies,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,-95.64,East,6758,4,139.69,5/24/2014,Regular Air,9.23,Maryland,Maryland,7.77,21117
FL,False,-68%,Winter Haven,8.5,Nick Radford,Corporate,0,1,5/22/2014,5/22/2014,40964,Critical,40,0.58,Office Supplies,Small Pack,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","Scissors, Rulers and Trimmers",-206.05,South,5772,8,301.12,5/25/2014,Regular Air,8.37,Florida,Florida,6.84,33881
TX,False,-23%,Dallas,4,Anna Haberlin,Corporate,0.05,1,5/23/2014,5/23/2014,20259,Critical,42,0.82,Office Supplies,Wrap Bag,Martin-Yale Premier Letter Opener,"Scissors, Rulers and Trimmers",-123.07,Central,2806,7,539.06,5/24/2014,Regular Air,4.59,Texas,Texas,12.88,75217
NY,True,+14%,Holbrook,9.5,Karen Ferguson,Home Office,0.06,1,5/23/2014,5/23/2014,225,Critical,24,0.6,Office Supplies,Wrap Bag,Newell 314,Pens & Art Supplies,18.27,East,35,2,126.58,5/24/2014,Regular Air,0.7,New York,New York,5.58,11741
NY,False,-38%,Holbrook,9.5,Karen Ferguson,Home Office,0.05,1,5/23/2014,5/23/2014,225,Critical,1,0.44,Office Supplies,Wrap Bag,Prismacolor Color Pencil Set,Pens & Art Supplies,-8.97,East,36,2,23.7,5/25/2014,Regular Air,4.1,New York,New York,19.84,11741
TN,True,+27%,Clarksville,7,Randy Ferguson,Home Office,0.03,1,5/23/2014,5/23/2014,42214,Low,46,0.55,Furniture,Small Pack,Aluminum Document Frame,Office Furnishings,154.09,South,5947,5,569.92,5/30/2014,Regular Air,2.85,Tennessee,Tennessee,12.22,37042
TN,False,-33%,Clarksville,7,Randy Ferguson,Home Office,0.02,1,5/23/2014,5/23/2014,42214,Low,28,0.37,Office Supplies,Small Box,Xerox 226,Paper,-59.96,South,5948,5,183.65,5/30/2014,Regular Air,5.84,Tennessee,Tennessee,6.48,37042
CA,False,-80%,Granite Bay,2,Tracy Hopkins,Small Business,0.09,1,5/24/2014,5/24/2014,57350,High,33,0.4,Office Supplies,Small Box,Xerox 199,Paper,-111.87,West,8025,5,140.63,5/25/2014,Regular Air,5.68,California,California,4.28,95746
CA,True,+17%,Granite Bay,2,Tracy Hopkins,Small Business,0.09,1,5/24/2014,5/24/2014,57350,High,50,0.59,Technology,Small Box,StarTAC 6500,Telephones and Communication,851.31,West,8026,5,4872.6675,5/25/2014,Regular Air,8.8,California,California,125.99,95746
AZ,True,+31%,Scottsdale,3,Dario Medina,Small Business,0.03,1,5/24/2014,5/24/2014,45958,Medium,28,0.5,Technology,Large Box,Canon PC1080F Personal Copier,Copiers and Fax,5513.86,West,6452,5,17599.39,5/25/2014,Regular Air,24.49,Arizona,Arizona,599.99,85254
TX,False,-109%,Waco,4,Edward Nazzal,Home Office,0.08,1,5/24/2014,5/24/2014,49924,Critical,13,0.41,Furniture,Small Pack,Eldon Pizzaz™ Desk Accessories,Office Furnishings,-35.96,Central,6986,7,33.11,5/26/2014,Regular Air,4.57,Texas,Texas,2.23,76706
TX,False,-76%,Waco,4,Edward Nazzal,Home Office,0.07,1,5/24/2014,5/24/2014,49924,Critical,48,0.35,Office Supplies,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,-155.526,Central,6985,7,204.15,5/26/2014,Regular Air,5.41,Texas,Texas,4.24,76706
AZ,True,+12%,Scottsdale,3,Dario Medina,Small Business,0.02,1,5/24/2014,5/24/2014,45958,Medium,16,0.36,Office Supplies,Wrap Bag,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Paper,13.83,West,6453,5,115.34,5/26/2014,Regular Air,3.1,Arizona,Arizona,6.69,85254
KS,True,+9%,Liberal,5,Lisa DeCherney,Corporate,0.08,1,5/24/2014,5/24/2014,33665,Low,45,0.6,Furniture,Jumbo Drum,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,1063.46,Central,4727,5,12457.63,5/29/2014,Delivery Truck,69.55,Kansas,Kansas,284.98,67901
MI,True,+46%,Kalamazoo,7.5,Ralph Kennedy,Corporate,0.03,1,5/25/2014,5/25/2014,14471,Not Specified,44,0.39,Furniture,Small Pack,3M Polarizing Light Filter Sleeves,Office Furnishings,375.02,Central,2029,2,823.63,5/25/2014,Regular Air,3.77,Michigan,Michigan,18.65,49001
GA,True,+13%,Athens,8,Patrick Ryan,Corporate,0.05,1,5/25/2014,5/25/2014,45893,High,15,0.39,Office Supplies,Small Box,Avery Non-Stick Binders,Binders and Binder Accessories,8.8655,South,6448,7,68.03,5/26/2014,Regular Air,1.49,Georgia,Georgia,4.49,30605
WI,False,-2%,Wausau,5.5,Todd Boyes,Small Business,0.1,1,5/25/2014,5/25/2014,31751,High,31,0.38,Office Supplies,Small Box,"GBC Laser Imprintable Binding System Covers, Desert Sand",Binders and Binder Accessories,-10.2235,Central,4455,2,413.12,5/27/2014,Express Air,7.27,Wisconsin,Wisconsin,14.27,54401
MI,False,-49%,Kalamazoo,7.5,Ralph Kennedy,Corporate,0.05,1,5/25/2014,5/25/2014,14471,Not Specified,42,0.37,Office Supplies,Small Box,Xerox 220,Paper,-141.51,Central,2030,2,286.73,5/27/2014,Regular Air,7.49,Michigan,Michigan,6.48,49001
MA,True,+48%,Plymouth,10.5,Sara Luxemburg,Small Business,0.08,1,5/26/2014,5/26/2014,56515,Medium,18,0.39,Office Supplies,Small Box,Avery 51,Labels,60.79,East,7902,2,126.62,5/27/2014,Express Air,0.5,Massachusetts,Massachusetts,6.3,02345
UT,False,-13%,Kaysville,4,Larry Tron,Home Office,0.06,1,5/26/2014,5/26/2014,41794,Critical,48,0.57,Office Supplies,Small Box,Model L Table or Wall-Mount Pencil Sharpener,Pens & Art Supplies,-106.8,West,5891,5,836.59,5/27/2014,Regular Air,8.65,Utah,Utah,17.99,84037
ME,False,-37%,Augusta,11.5,Sara Luxemburg,Small Business,0.1,1,5/26/2014,5/26/2014,56515,Medium,17,0.61,Furniture,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Bookcases,-362.04,East,7901,0,979.52,5/28/2014,Delivery Truck,36.61,Maine,Maine,58.14,04330
IL,False,-5%,Rockford,6,Doug Bickford,Corporate,0.09,1,5/26/2014,5/26/2014,10535,Low,25,0.55,Furniture,Small Box,"Linden® 12"" Wall Clock With Oak Frame",Office Furnishings,-44.14,Central,1462,3,854.88,5/28/2014,Regular Air,19.99,Illinois,Illinois,33.98,61107
UT,False,-4%,Kaysville,4,Larry Tron,Home Office,0.04,1,5/26/2014,5/26/2014,41794,Critical,21,0.59,Office Supplies,Wrap Bag,Newell 333,Pens & Art Supplies,-2.23,West,5892,5,58.14,5/28/2014,Regular Air,0.97,Utah,Utah,2.78,84037
NV,False,-54%,North Las Vegas,2.5,Roland Murray,Home Office,0,1,5/26/2014,5/26/2014,24804,Not Specified,20,0.6,Office Supplies,Small Box,Filing/Storage Totes and Swivel Casters,Storage & Organization,-113.52,West,3486,4,211.42,5/28/2014,Regular Air,9.45,Nevada,Nevada,9.71,89031
UT,True,+11%,Kaysville,4,Larry Tron,Home Office,0.06,1,5/26/2014,5/26/2014,41794,Critical,49,0.58,Technology,Medium Box,1726 Digital Answering Machine,Telephones and Communication,100.593,West,5893,5,891.6075,5/28/2014,Regular Air,4.81,Utah,Utah,20.99,84037
IL,False,-1%,Rockford,6,Doug Bickford,Corporate,0.09,1,5/26/2014,5/26/2014,10535,Low,46,0.56,Office Supplies,Wrap Bag,Newell 326,Pens & Art Supplies,-0.79,Central,1463,3,80.27,6/2/2014,Regular Air,0.7,Illinois,Illinois,1.76,61107
MI,False,-84%,Wyoming,7.5,Mark Cousins,Corporate,0.1,1,5/27/2014,5/27/2014,28898,Low,44,0.36,Office Supplies,Small Box,Xerox 196,Paper,-207.36,Central,4054,2,246,5/27/2014,Regular Air,7.96,Michigan,Michigan,5.78,49509
MI,False,-22%,Muskegon,7.5,Shahid Hopkins,Small Business,0,1,5/27/2014,5/27/2014,14948,Medium,6,0.62,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,-144.87,Central,2087,2,647.78,5/28/2014,Delivery Truck,35.84,Michigan,Michigan,100.98,49442
GA,False,-39%,Peachtree City,8,Ken Heidel,Corporate,0.03,1,5/27/2014,5/27/2014,12355,Not Specified,36,0.36,Office Supplies,Small Box,Xerox 1978,Paper,-81.06,South,1719,7,209.53,5/28/2014,Regular Air,5.67,Georgia,Georgia,5.78,30269
GA,False,-13%,Peachtree City,8,Ken Heidel,Corporate,0,1,5/27/2014,5/27/2014,12355,Not Specified,14,0.57,Office Supplies,Small Box,Pizazz® Global Quick File™,Storage & Organization,-29.07,South,1720,7,225.47,5/28/2014,Regular Air,7.51,Georgia,Georgia,14.97,30269
FL,True,+50%,Sarasota,8.5,Stewart Visinsky,Corporate,0.02,1,5/27/2014,5/27/2014,8993,Medium,41,0.38,Office Supplies,Small Box,Avery 52,Labels,86.78,South,1224,8,172.15,5/29/2014,Express Air,0.5,Florida,Florida,3.69,34239
MN,False,-99%,Red Wing,4.5,Ken Heidel,Corporate,0.08,1,5/27/2014,5/27/2014,12355,Not Specified,45,0.59,Office Supplies,Small Box,"Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",Appliances,-167.06,Central,1721,2,168.66,5/29/2014,Regular Air,5.13,Minnesota,Minnesota,3.95,55066
IL,True,+9%,Addison,6,Aaron Bergman,Corporate,0.01,1,5/27/2014,5/27/2014,4132,Not Specified,5,0.36,Office Supplies,Small Box,Avery 49,Labels,1.32,Central,606,3,14.76,5/29/2014,Regular Air,0.5,Illinois,Illinois,2.88,60101
MN,True,+15%,Edina,4.5,Nathan Cano,Consumer,0.07,1,5/29/2014,5/29/2014,44007,Medium,50,0.6,Office Supplies,Wrap Bag,Newell 315,Pens & Art Supplies,42.45,Central,6216,2,281.81,5/29/2014,Regular Air,0.96,Minnesota,Minnesota,5.98,55410
IL,True,+43%,Joliet,6,Neola Schneider,Home Office,0.03,1,5/29/2014,5/29/2014,995,Medium,46,0.53,Furniture,Wrap Bag,Ultra Commercial Grade Dual Valve Door Closer,Office Furnishings,782.91,Central,160,3,1815.49,5/30/2014,Regular Air,3.04,Illinois,Illinois,39.89,60432
IL,True,+38%,Belleville,6,Beth Paige,Consumer,0.02,1,5/29/2014,5/29/2014,36135,Not Specified,33,0.39,Technology,Small Pack,Accessory9,Telephones and Communication,381.168,Central,5075,3,999.226,5/30/2014,Regular Air,3.3,Illinois,Illinois,35.99,62223
NE,False,-73%,Bellevue,4.5,Adam Bellavance,Small Business,0,1,5/30/2014,5/30/2014,50533,Not Specified,3,0.76,Furniture,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,Tables,-53.784,Central,7083,4,73.44,5/31/2014,Delivery Truck,27.75,Nebraska,Nebraska,15.23,68005
AR,True,+54%,Paragould,6,Keith Dawkins,Home Office,0.02,1,5/30/2014,5/30/2014,23557,Not Specified,7,0.59,Furniture,Large Box,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Office Furnishings,547.96,South,3295,5,1011.16,5/31/2014,Regular Air,24.49,Arkansas,Arkansas,136.98,72450
UT,False,-25%,Springville,4,Emily Grady,Home Office,0.05,1,5/30/2014,5/30/2014,38438,Critical,17,0.37,Office Supplies,Small Box,Xerox 1923,Paper,-30.51,West,5408,5,121.09,5/31/2014,Regular Air,5.66,Utah,Utah,6.68,84663
CA,True,+24%,Manhattan Beach,2,Brad Thomas,Home Office,0.1,1,5/30/2014,5/30/2014,59971,Critical,12,0.4,Office Supplies,Small Box,Xerox 19,Paper,84.53,West,8397,5,356.27,6/1/2014,Express Air,5.09,California,California,30.98,90266
NE,False,-47%,Bellevue,4.5,Adam Bellavance,Small Business,0.06,1,5/30/2014,5/30/2014,50533,Not Specified,32,0.8,Office Supplies,Large Box,Space Solutions Commercial Steel Shelving,Storage & Organization,-929.68,Central,7082,4,1974.66,6/1/2014,Express Air,35,Nebraska,Nebraska,64.65,68005
PA,True,+18%,Lancaster,9,Jenna Caffey,Consumer,0.04,1,5/30/2014,5/30/2014,13953,Critical,32,0.36,Office Supplies,Small Box,Xerox 188,Paper,67.6,East,1948,3,381.24,6/1/2014,Regular Air,5.01,Pennsylvania,Pennsylvania,11.34,17602
CA,False,-2%,Manhattan Beach,2,Brad Thomas,Home Office,0.08,1,5/30/2014,5/30/2014,59971,Critical,45,0.38,Office Supplies,Small Box,Xerox 1881,Paper,-10.84,West,8396,5,514.86,6/1/2014,Regular Air,6.47,California,California,12.28,90266
CA,False,-29%,Manhattan Beach,2,Brad Thomas,Home Office,0.01,1,5/30/2014,5/30/2014,59971,Critical,26,0.64,Technology,Small Pack,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Computer Peripherals,-125.8,West,8395,5,437.77,6/1/2014,Express Air,8.99,California,California,15.98,90266
UT,False,-8%,Springville,4,Emily Grady,Home Office,0.08,1,5/30/2014,5/30/2014,38438,Critical,16,0.7,Technology,Small Box,Microsoft Natural Keyboard Elite,Computer Peripherals,-49.77,West,5407,5,621.93,6/1/2014,Regular Air,4,Utah,Utah,39.98,84663
WI,True,+1%,Madison,5.5,Olvera Toch,Home Office,0.07,1,5/31/2014,5/31/2014,49349,High,11,0.36,Office Supplies,Small Box,Xerox 188,Paper,0.640000000,Central,6919,2,123.34,5/31/2014,Regular Air,5.01,Wisconsin,Wisconsin,11.34,53711
WI,False,-32%,Manitowoc,5.5,Olvera Toch,Home Office,0.01,1,5/31/2014,5/31/2014,49349,High,23,0.41,Office Supplies,Jumbo Drum,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Appliances,-524.03,Central,6920,2,1642.47,6/2/2014,Delivery Truck,60,Wisconsin,Wisconsin,68.81,54220
FL,True,+19%,Pensacola,8.5,Rachel Payne,Consumer,0.08,1,5/31/2014,5/31/2014,51650,High,25,0.38,Office Supplies,Small Box,Xerox 1936,Paper,91.09,South,7244,8,470.11,6/2/2014,Regular Air,5.97,Florida,Florida,19.98,32503
FL,False,-10%,Pine Hills,8.5,Rachel Payne,Consumer,0.1,1,5/31/2014,5/31/2014,51650,High,19,0.58,Office Supplies,Wrap Bag,Newell 343,Pens & Art Supplies,-5.29,South,7246,8,51.23,6/2/2014,Regular Air,0.96,Florida,Florida,2.94,32808
VA,False,-73%,Newport News,8,Liz MacKendrick,Corporate,0.01,1,5/31/2014,5/31/2014,57059,Medium,50,0.38,Office Supplies,Small Box,Ibico Presentation Index for Binding Systems,Binders and Binder Accessories,-154.629,South,7977,5,212.12,6/2/2014,Regular Air,5.26,Virginia,Virginia,3.98,23602
VA,True,+55%,Newport News,8,Liz MacKendrick,Corporate,0.03,1,5/31/2014,5/31/2014,57059,Medium,25,0.36,Office Supplies,Small Box,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Labels,1361.88,South,7978,5,2455.54,6/2/2014,Regular Air,0.49,Virginia,Virginia,98.31,23602
FL,True,+19%,Pine Hills,8.5,Rachel Payne,Consumer,0.08,1,5/31/2014,5/31/2014,51650,High,43,0.56,Technology,Jumbo Drum,Epson LQ-570e Dot Matrix Printer,Office Machines,2039.41,South,7245,8,10854.83,6/2/2014,Delivery Truck,28.06,Florida,Florida,270.97,32808
IL,False,-41%,Galesburg,6,Julia West,Home Office,0.03,1,6/1/2014,6/1/2014,39457,Critical,40,0.74,Furniture,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,-1975.26,Central,5569,3,4842.21,6/1/2014,Delivery Truck,70.2,Illinois,Illinois,122.99,61401
NM,False,-55%,Hobbs,3.5,Matthew Grinstein,Small Business,0.06,1,6/1/2014,6/1/2014,57063,Medium,26,0.37,Office Supplies,Small Box,Xerox 220,Paper,-96.26,West,7982,6,173.78,6/1/2014,Regular Air,7.49,New Mexico,New Mexico,6.48,88240
NM,False,-2%,Hobbs,3.5,Matthew Grinstein,Small Business,0.07,1,6/1/2014,6/1/2014,57063,Medium,22,0.5,Office Supplies,Wrap Bag,Staples Pushpins,Rubber Bands,-0.64,West,7983,6,41.18,6/3/2014,Regular Air,0.79,New Mexico,New Mexico,1.88,88240
FL,False,-6%,Saint Petersburg,8.5,Tanja Norvell,Corporate,0.02,1,6/1/2014,6/1/2014,8996,Low,13,0.59,Technology,Small Box,SC-3160,Telephones and Communication,-48.851,South,1231,8,772.2675,6/5/2014,Regular Air,8.99,Florida,Florida,65.99,33710
PA,True,+19%,Altoona,9,Clytie Kelty,Small Business,0.1,1,6/2/2014,6/2/2014,44579,Not Specified,19,0.57,Furniture,Large Box,"Lifetime Advantage™ Folding Chairs, 4/Carton",Chairs & Chairmats,755.28,East,6297,3,3896.39,6/3/2014,Regular Air,18.06,Pennsylvania,Pennsylvania,218.08,16602
MD,False,-20%,Columbia,8.5,Michelle Tran,Consumer,0.03,1,6/2/2014,6/2/2014,326,High,34,0.38,Office Supplies,Small Box,"DXL™ Angle-View Binders with Locking Rings, Black",Binders and Binder Accessories,-44.137,East,58,4,218.27,6/3/2014,Regular Air,4.92,Maryland,Maryland,5.99,21044
MD,False,-21%,Crofton,8.5,Michelle Tran,Consumer,0.05,1,6/2/2014,6/2/2014,326,High,17,0.54,Office Supplies,Wrap Bag,"Advantus Push Pins, Aluminum Head",Rubber Bands,-21.3,East,59,4,100.95,6/3/2014,Regular Air,3.37,Maryland,Maryland,5.81,21114
OH,False,-12%,Hamilton,8,Stuart Calhoun,Consumer,0,1,6/2/2014,6/2/2014,8006,Medium,27,0.37,Office Supplies,Small Box,Xerox 1977,Paper,-23.34,East,1089,3,197.15,6/4/2014,Express Air,5.2,Ohio,Ohio,6.68,45011
CA,True,+30%,Santa Clara,2,Bryan Spruell,Home Office,0.03,1,6/2/2014,6/2/2014,37505,Low,9,0.42,Office Supplies,Medium Box,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Appliances,600.4,West,5269,5,2007.24,6/4/2014,Express Air,11.79,California,California,225.04,95051
CA,False,-79%,Santa Barbara,2,Bryan Spruell,Home Office,0.03,1,6/2/2014,6/2/2014,37505,Low,1,0.35,Office Supplies,Small Box,Brown Kraft Recycled Envelopes,Envelopes,-23.1,West,5268,5,29.19,6/4/2014,Regular Air,12.39,California,California,16.98,93101
IL,True,+31%,Arlington Heights,6,Allen Rosenblatt,Small Business,0.09,1,6/2/2014,6/2/2014,50117,Critical,17,0.38,Office Supplies,Small Box,Avery 498,Labels,14.49,Central,7021,3,47.44,6/4/2014,Regular Air,0.5,Illinois,Illinois,2.89,60004
CA,False,-12%,Santa Clara,2,Bryan Spruell,Home Office,0.05,1,6/2/2014,6/2/2014,37505,Low,42,0.39,Technology,Medium Box,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Office Machines,-44.3004,West,5270,5,384.41,6/7/2014,Regular Air,5.76,California,California,9.49,95051
IL,True,+60%,Country Club Hills,6,Henry Goldwyn,Small Business,0.02,1,6/3/2014,6/3/2014,27264,Low,3,0.6,Furniture,Large Box,Telescoping Adjustable Floor Lamp,Office Furnishings,44.54,Central,3821,3,74.05,6/5/2014,Regular Air,11.17,Illinois,Illinois,19.99,60478
CA,True,+14%,San Clemente,2,Julia Barnett,Home Office,0.03,1,6/4/2014,6/4/2014,38948,Not Specified,9,0.59,Office Supplies,Small Box,"Dual Level, Single-Width Filing Carts",Storage & Organization,197.16,West,5488,5,1394.28,6/5/2014,Regular Air,7.07,California,California,155.06,92672
CA,True,+27%,San Clemente,2,Julia Barnett,Home Office,0.05,1,6/4/2014,6/4/2014,38948,Not Specified,44,0.57,Technology,Medium Box,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,Telephones and Communication,1839.204,West,5489,5,6862.237,6/5/2014,Express Air,13.99,California,California,179.99,92672
MO,True,+21%,Saint Louis,5.5,Christine Sundaresam,Small Business,0.03,1,6/4/2014,6/4/2014,20102,High,15,0.43,Technology,Small Pack,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Computer Peripherals,71.04,Central,2786,4,333.3,6/5/2014,Regular Air,1.99,Missouri,Missouri,22.24,63116
ME,True,+44%,Bangor,11.5,Raymond Fair,Small Business,0.05,1,6/4/2014,6/4/2014,7367,Low,48,0.36,Office Supplies,Wrap Bag,"Wirebound Message Book, 4 per Page",Paper,119.64,East,1009,0,269.93,6/9/2014,Express Air,0.95,Maine,Maine,5.43,04401
CT,False,-20%,Killingly Center,11,Raymond Fair,Small Business,0.02,1,6/4/2014,6/4/2014,7367,Low,46,0.71,Technology,Small Pack,"Sony MFD2HD Formatted Diskettes, 10/Pack",Computer Peripherals,-59.98,East,1010,3,303.62,6/11/2014,Regular Air,2.74,Connecticut,Connecticut,6.48,06241
TN,True,+44%,Bristol,7,Randy Ferguson,Home Office,0.07,1,6/5/2014,6/5/2014,5568,Medium,8,0.49,Furniture,Small Pack,Nu-Dell Leatherette Frames,Office Furnishings,52.69,South,781,5,120.22,6/6/2014,Regular Air,5,Tennessee,Tennessee,14.34,37620
UT,False,-77%,Clearfield,4,Katrina Edelman,Corporate,0.01,1,6/5/2014,6/5/2014,25412,Not Specified,18,0.36,Office Supplies,Small Box,Xerox 1993,Paper,-99.42,West,3562,5,129.77,6/7/2014,Regular Air,9.68,Utah,Utah,6.48,84015
MD,False,-14%,Pikesville,8.5,Barry Gonzalez,Consumer,0.1,1,6/5/2014,6/5/2014,33540,Low,21,0.47,Office Supplies,Wrap Bag,Lumber Crayons,Pens & Art Supplies,-27.15,East,4708,4,190.99,6/9/2014,Regular Air,4.82,Maryland,Maryland,9.85,21208
OH,False,+0%,Lima,8,Katherine Nockton,Corporate,0,1,6/5/2014,6/5/2014,41571,Low,42,0.58,Office Supplies,Small Pack,Boston 19500 Mighty Mite Electric Pencil Sharpener,Pens & Art Supplies,-2.66,East,5858,3,906.07,6/14/2014,Regular Air,8.99,Ohio,Ohio,20.15,45801
CA,False,-59%,Tracy,2,Joni Wasserman,Consumer,0.09,1,6/6/2014,6/6/2014,21346,High,46,0.4,Office Supplies,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,-237.89,West,2948,5,400.49,6/6/2014,Regular Air,9.86,California,California,9.06,95376
IL,False,-28%,Saint Charles,6,Dorothy Wardle,Corporate,0.09,1,6/6/2014,6/6/2014,18144,Critical,8,0.58,Office Supplies,Medium Box,Eldon Portable Mobile Manager,Storage & Organization,-65.42,Central,2490,3,234.28,6/8/2014,Regular Air,13.99,Illinois,Illinois,28.28,60174
IL,False,-64%,Saint Charles,6,Dorothy Wardle,Corporate,0.09,1,6/6/2014,6/6/2014,18144,Critical,48,0.4,Office Supplies,Small Box,Xerox 1971,Paper,-131.82,Central,2489,3,207.08,6/8/2014,Regular Air,5.17,Illinois,Illinois,4.28,60174
IL,False,-14%,Saint Charles,6,Dorothy Wardle,Corporate,0.09,1,6/6/2014,6/6/2014,18144,Critical,41,0.8,Technology,Small Pack,Accessory6,Telephones and Communication,-250.173,Central,2491,3,1779.8915,6/8/2014,Regular Air,5,Illinois,Illinois,55.99,60174
